REGISTRO_ANCINE;RAZAO_SOCIAL;CNPJ
25163;GALVÃO & VEDANA LTDA;18627575000102
25172;OLADA PRODUÇÕES AUDIOVISUAIS LTDA;14637918000150
25174;YANKO BRERO DEL PINO PRODUCOES AUDIOVISUAIS;09558609000155
25178;ZE MODESTO PRODUÇÕES ARTISTICAS LTDA-ME;04724013000164
25179;DRIVE FILMES LTDA;17568675000134
25215;HM-1 PRODUÇÕES ARTÍSTICAS LTDA - EPP;04073328000199
25217;ML LIMA CINEMA E VIDEO ME;18456801000121
25218;CASSIO ZERBINATO PRODUÇÕES ME;12482678000137
25219;EGPENHA AGÊNCIA DE NOTÍCIAS - ME;14038312000107
25221;TERRAMAR IMAGEM E CONTEÚDO LTDA;94055977000150
25228;CENTURY AGÊNCIA E PRODUÇÕES LTDA - ME;00995089000173
2523;ATMOSFERA CINEMA E TELEVISÃO LTDA;74400128000189
25234;WHITE SWEET TACO PRODUÇÕES ARTÍSTICAS LTDA-ME;14335966000194
25236;R B ARAUJO PRODUÇÃO CINEMATOGRAFICA - ME;18184392000151
25238;TABULEIRO PRODUCOES - EIRELI;10627068000159
25244;STUDIOS MB EDITORA E PRODUTORA AUDIOVISUAL LTDA - ME;10493588000116
25245;NEPOMUCENO FILMES E PRODUÇÕES ATISTICAS LTDA;18572922000139
25246;BEZOURO COMUNICAÇÃO CINE-VIDEO LTDA.;08714400000170
25254;EBISU FILMES PRODUCOES CINEMATOGRAFICAS EIRELI;15616890000138
25255;MALOHLAVA CIA PRODUÇÕES CINEMATOGRÁFICAS E ARTÍSTICAS LTDA;14310832000119
25257;RASTRO SELVAGEM LTDA - ME;14480506000150
25264;HORIZONTE LÍQUIDO PRODUÇÕES CULTURAIS LTDA - ME;14128876000122
25273;BIOCINE PRODUÇÕES EIRELI - EPP;18493407000163
25277;PRODUTORA JOGANDO NA TV LTDA. ME;14893801000138
25279;SANTA PRODUÇÃO CINEMATOGRAFICA LTDA-ME;09528467000183
25286;JG&SM INTERAÇÃO AUDIOVISUAL LTDA.;07496784000130
25287;TRATE-ME LEÃO PRODUÇÕES ARTÍSTICAS LTDA;05643620000162
25288;M3 SERVIÇOS DE COMUNICAÇÃO LTDA - ME;07527923000145
25295;JARDIM ELETRICO FILMES LTDA - ME;07486631000101
25299;MANDRIL PRODUCOES CINEMATOGRAFICAS E TREINAMENTO LTDA;14875821000186
25311;CAMELÔ FILMES LTDA;18499482000131
25313;DOIS HEMISFÉRIOS PRODUÇAO CINEMATOGRAFICA LTDA;18557001000105
25314;ESTAÇÃO DA LUZ PRODUÇÕES ARTÍSTICAS LTDA.;73611428000144
25317;DAVIES & LUZZI LTDA- ME;17643264000166
25329;7F PRODUÇÕES ARTÍSTICAS LTDA - ME;18811614000119
25330;FIVE FILMES & PRODUÇÕES - EIRELI - ME;18918947000141
25332;ASTER DIGITAL DESIGN LTDA. ME;08227286000154
25333;MIDIALUNA PRODUÇÃO DE VIDEOS CULTURAIS E ARTISTICOS LTDA;15679498000138
25338;AMANDA ALESSANDRA LIMA BANFFY ME;18892029000190
25339;MARCELO AUGUSTO NEGRI DE CARVALHO - EPP;10347818000139
25346;ADVICE MULTIMIDIA SERVICOS E LOCACOES LTDA - ME;01191610000182
25351;B2 PRODUÇÃO CINE VIDEO EIRELI;00873599000178
25354;ALICE FANNY RIFF-PRODUCOES AUDIVISUAIS E CULTURAIS-ME;10551469000172
25356;DADA' N ZEN PRODUÇÕES ARTÍSTICAS, CULTURAIS E TURISMO LTDA.;40203424000178
25357;N&C PRODUÇÕES E EVENTOS S.S. LTDA.;15617237000193
25359;CLARISSA XAVIER LONDERO FOTOGRAFIAS EIRELI - ME;18786886000106
25378;RUFFINO EVENTOS E MULTIMÍDIA LTDA.;17220049000152
25381;FINORDIA PRODUÇÕES CULTURAIS LTDA - ME;18589962000193
25382;RUBEM DUAILIBI PRODUÇÕES ARTÍSTICAS LTDA - ME;03884270000109
25383;LA VISTA PRODUÇÕES AUDIOVISUAIS E EVENTOS LTDA.-ME;09170508000102
25392;ZOMBIE STUDIO LTDA;15195459000165
25395;SANA PRODUCOES ARTISTICAS LTDA - ME;18200639000186
25400;DIGISTUDIO PRODUÇÕES LTDA - ME;11587725000144
25407;WINDOW SOLUTION CULT PICTURES COMÉRCIO DE PERSIANAS LTDA - ME;08717443000100
25412;SIN FRONTERAS FILMES EIRELI -ME;16682438000137
25419;MOTION LOCAÇÕES LTDA ME;15151845000155
25421;INSENSATEZ AUDIOVISUAL LTDA.-ME;18418408000143
25423;SCRIPT @ FILMES PRODUCOES ARTISTICAS S/S LTDA - ME;06113891000179
25427;KASACA PRODUÇÕES LTDA ME;18670862000197
25434;POR DO SOM PRODUÇÕES ARTÍSTICAS LTDA;04491146000138
25453;PITAYA FILMES LTDA - EPP;10921762000184
25454;DEZESSETE FILMES LTDA;17180298000161
25457;FILM2B PRODUÇÕES ARTÍSTICAS LTDA.;18921438000178
25459;CARLOS RAPHAEL DO VALLE EIRELI;15077313000115
25467;WILKER FERREIRA CACAO PUBLICIDADE - ME;18988103000177
25468;R.M.R. GUIMARÃES-ME;16099989000172
25470;JOAN CARLOS SANTOS PRODUÇÕES-ME;03104388000169
25471;ZEUGMA PRODUÇÕES LTDA;12413252000121
25472;AP PRODUCAO DE VIDEOS LTDA - ME;17333297000100
25475;OGOPOGO ENTERTAINMENT PRODUÇÕES AUDIOVISUAIS LTDA;13741671000155
25481;DIREÇÃO COLETIVA FILMES LTDA;18474101000160
25486;MOS PRODUTORA LTDA;18939415000190
2549;OPUS ASSESSORIA E PROMOÇÕES ARTÍSTICAS LTDA.;88916135000142
25501;FINEART FILMES LTDA.;18981831000157
25502;A M DAL PONT BERNARDINO SILVA - ME;18991418000173
25505;TWIST COMPUTAÇÃO GRÁFICA LTDA;10849845000100
25507;ARRASTÃO DE IDEIAS PRODUÇÕES ARTÍSTICAS, CINEMATOGRÁFICAS E ESPORTIVAS LTDA - ME;18023912000144
25516;VER PRA CRER PRODUÇÕES CULTURAIS LTDA - ME;07782092000158
25535;JACOBJACOB PRODUÇÃO E COMUNICAÇÃO LTDA-ME;17197761000188
2554;UP IN THE AIR PRODUÇÕES ARTÍSTICAS, CONSULTORIA EM MARKETING E INFORMÁTICA LTDA.;06020249000145
25550;BLANK STUDIO CINEMATOGRÁFICO LTDA.;17212656000170
25552;APE PRODUCÕES CINEMATOGRAFICAS LTDA - ME;17309742000104
25554;BIZZU CONTEUDO PRODUTORA DE VIDEO LTDA - ME;10564922000185
25558;TODO CULTURA PRODUÇÕES LTDA.ME.;10961655000180
25561;ANDORINHA PRODUCOES CULTURAIS LTDA - ME;15689484000103
25562;BORANDÁ PRODUÇÕES ARTÍSTICAS LTDA;11004787000186
25563;GALLOFILM PRODUCAO DE VIDEO LTDA - ME;07723676000152
25568;AMARELO 365 PRODUÇÕES DE VIDEOS LTDA EPP;18589757000128
25569;MKP COMUNICAÇÃO E IMAGEM LTDA;00594169000117
25573;QUASAR PRODUTORA LTDA - ME;19031545000193
25574;MAURICIO DE CARVALHO NOGUEIRA PRODUCOES - ME;13001597000130
25576;PAULINEY PINTO DA SILVA - ME;12371992000142
25577;A. BRASIL & R. OLIVEIRA LTDA;15806023000165
25580;CORUJAS PRODUÇÃO DE FILMES LTDA-EPP;16806723000112
25584;ESTÚDIO APODI PRODUÇÕES AUDIOVISUAIS LTDA;18934954000137
25588;LEGIÃO FILMES LTDA - ME;18840814000108
25591;HERBERT BIANCHI PRODUÇÕES ARTÍSTICAS - ME;12336025000140
25594;MOBB PRODUCOES DE CINEMA, TELEVISAO, NOVAS MIDIAS E CULTURAL LTDA;10306958000169
25601;CONCEPÇÃO FILMES E PRODUÇÕES AUDIOVISUAIS LTDA;08450431000161
25613;LEONARDO MATTOS DOURADO MAMEDE;15484712000109
25615;CHÁ CINEMATOGRÁFICO DE SP LTDA - ME;15316382000134
25618;REDE SHOPPING COMÉRCIO VIRTUAL - EIRELI;09212783000141
25619;HIP HOP BRASIL EMPREENDIMENTOS ARTÍSTICOS LTDA;01060820000131
25620;VBRAND ESTRATÉGIA EM VÍDEOS LTDA.;16871807000130
25626;MARIZETE BATISTA DE PADUA ME;16434505000102
25645;HORST FILHO E MOSCHEN NETO PRODUTORES AUDIOVISUAIS ASSOCIADOS LTDA;19045369000149
25649;BRAVURA CINEMATOGRÁFICA LTDA.;19069618000136
25652;MLUZ PRODUCOES LTDA - ME;18586963000184
25653;ACME BADARÓ PRODUÇÕES LTDA - ME;18915274000176
25656;NCE SERVIÇOS DE FILMAGENS EIRELI;19154926000160
25666;LEME FILMES E PRODUÇÕES CINEMATOGRAFICAS LTDA;09450599000130
2567;R-TV PRODUÇÕES LTDA;02175084000120
25671;E. A . ALVES PRODUCOES CINEMATOGRAFICAS - ME;13731558000199
25674;TENDA DOS MILAGRES PRODUÇÕES ARTÍSTICAS E CULTURAIS LTDA;17281724000153
25676;STORM COMUNICAÇÃO E TECNOLOGIA LTDA;14215563000101
25692;MONSTER FILMS PRODUÇÕES AUDIOVISUAIS EIRELI-ME;13794627000103
25697;VIEW FILMES PRODUCOES AUDIOVISUAIS LTDA - EPP;18822538000147
2570;TAKE1 PUBLICIDADE PROPAGANDA E MARKETING LTDA;01915175000191
25702;VIA CINEMA PRODUÇÕES EIRELI;17531817000199
25736;PRAÇA PRODUÇÕES AUDIOVISUAIS LTDA;04297951000125
25743;LUC FILMES LTDA - ME;14741081000195
25755;VANGE PRODUÇÕES DE VÍDEO E LOCAÇÕES EIRELI;05510820000147
25756;FROM DIGITAL COMERCIAL MULTIMEDIA LTDA;04317808000158
25763;PATRÍCIA GABRIELLE CAVALCANTE MOURA;17862379000141
25767;ANDRE DE FRANCO MARCONDES GOMES;15775135000104
25769;SILVANA NUTI STEFANUTO;07035179000161
25777;GANESHA FILMES LTDA.;18719446000136
2579;TORO PRODUÇÕES,PROMOÇÕES ARTISTICAS E CINEMATOGRAFICAS S/C LTDA - ME;03099833000140
25792;SECTOR ONE BRAND PUBLICIDADE E PROPAGANDA LTDA;11402372000160
25802;VIRTUAL ESTÚDIO: PUBLICIDADE, COMUNICAÇÃO E MARKETING LTDA;18327474000108
25807;LIMA PRODUÇÕES CULTURAIS EIRELI;13990963000121
25810;HERNANE DONISETE PEREIRA ALVES FILHO-ME;18597810000132
25812;TAMI YNAGAKI ESCATE ZARATE ­ ME;14441623000104
25816;SOB ENCOMENDA PRODUCOES LTDA;17814194000161
25834;MFCA COMUNICAÇÃO EIRELI - ME;17524733000128
25835;GH FILMES - ME;19272623000141
25844;VIA CRIAÇÕES ARTÍSTICAS LTDA ME;16550959000130
25849;HD3D CINEVIDEO LTDA-ME;19109662000122
25853;AMORA ENTRETENIMENTO LTDA;13491650000129
2586;MT FILMES LTDA;73553679000110
25862;JARAGUA PRODUÇÕES E SERVIÇOS LTDA;13328225000113
25863;V2L PRODUÇÕES EIRELI - ME;19113605000117
25873;GUILHERME L. DE LUCCA - ME;19385955000132
25880;BOUTIQUE DE IMAGENS PRODUÇÕES LTDA-ME;13003528000166
25881;CINEMAURO FILMES LTDA ME;16551639000103
25889;ESTUDIO E-MOTION PRODUÇÕES LTDA - EPP;18783426000124
25897;VILABELA PRODUÇÕES ARTÍSTICAS;16863370000192
2590;SERGIO J. DE ANDRADE;04302591000102
25908;RIO BONITO PRODUÇÕES LTDA;17582548000190
2591;SOLUTIONS PRODUÇÕES E COMUNICAÇÕES LTDA;28019891000147
25916;EDUARDO BRITO DE SOUSA - PRODUCOES;17342259000113
25918;PAULA PATRICIA SEGALLA;18920745000134
25919;LEONARDO GARCIA E CIA LTDA;11384969000120
25921;TROPICAL CHACHACHA PRODUÇÕES ARTISTICAS LTDA;17784399000141
25928;AMAZON FILMES PRODUÇÕES EIRELI - EPP;19240655000165
25930;PARECE CINEMA COMUNICAÇÃO LTDA ME;14789089000121
25932;COMUNICATIVA PRODUÇÕES LTDA - ME;02953464000148
25935;FABIANO DUARTE;18651628000112
2594;HUMAITA PRODUÇÕES ARTISTICAS E CINEMATOGRAFICAS LTDA;03351133000109
25944;LUIZ ARMANDO LIPPEL BRAGA JUNIOR - ME;19434019000174
25946;KROON COMPANY PRODUÇÕES LTDA - ME;17493056000128
25954;JOSÉ ALMEIDA DESIGN E PRODUÇÕES LTDA - ME;11583324000116
2596;XUXA PROMOÇÕES E PRODUÇÕES ARTÍSTICAS LTDA.;28176667000169
25962;TRIADE PRODUTORA LTDA;14473800000134
25969;PICTURE HOUSE PRODUÇÕES EIRELI - EPP;15871177000130
25972;DOO.IT COMUNICAÇÃO E NEGÓCIOS EIRELI;06175945000120
25974;REPTILIA PRODUCOES TRANSMIDIA LTDA;04639434000197
25975;TV IJUI LTDA;06911591000135
25979;GÊMEOS DO CINEMA E CULTURA LTDA;14597365000150
25986;R G SALAME PRODUÇÕES;34924019000146
25987;ADONAI EXCELLENT FILMAGENS LTDA EPP;04546840000105
25988;AUTORIA C PRODUCAO E GESTAO DE CONTEUDO CRIATIVO LTDA - ME;02597024000103
2599;NIVALDO LOPES PRODUÇÕES CINEMATOGRAFICAS;78733706000150
25993;BUGZ FILMES LTDA;14367769000157
25996;ALCANTELADO & ROCHA PRODUÇÕES E EVENTOS LTDA.;19505993000181
26002;ANDRE ARAUJO DE MENEZES - ME;10304441000130
26007;E J L DA SILVA - ME;09298164000111
2601;3MARIAS PRODUTORA LTDA.;05564552000146
26011;RAIZ ESTUDIO COMUNICAÇÃO LTDA ME;18893741000104
26015;HR SOLUÇÕES E SERVIÇOS LTDA-EPP;07494365000169
2602;CAMINHO DO MEIO CRIAÇÕES AUDIOVISUAIS LTDA;05950996000110
26043;TARDO FILMES LTDA ME;16894643000166
26046;ESTÚDIO GIZ PRODUÇÕES LTDA. - ME;19457687000117
26048;UACARI FILMES LTDA;17028576000160
26055;LA GUADALUPANA PRODUCOES ARTISTICAS LTDA - ME;04065935000107
26060;MERUN AUDIOVISUAL E CURSOS LTDA;18688160000130
26062;PASCOAL & MARINS PRODUCOES CINEMATOGRAFICAS E VIDEOS LTDA;08659177000106
26063;40 GRAUS PRODUÇÕES ARTÍSTICAS LTDA;06281953000151
26065;VANJA ORICO FILMES EIRELI - EPP;19332605000108
26067;QUADRO-CHAVE PRODUÇÕES E PESQUISAS EM CULTURA E TECNOLOGIA ABERTA;18193413000103
2608;SAMBAQUI CULTURAL CINE VÍDEO LTDA;00508766000181
26090;AVE LOLA E AS MENINAS PRODUÇÕES ARTÍSTICAS LTDA.;13001352000103
26092;CINE ARTS FILMES E PRODUÇÔES EIRELI;16697168000138
26095;NEVITON ELCIAS SILVEIRA MARCI ME;11069944000131
26102;IMAGINE STUDIOS DE ANIMAÇÃO LTDA- ME;18595380000110
26103;MIRABILIAS PRODUÇÕES LTDA;19426036000160
26110;ARTEON INTELIGENCIA CULTURAL LTDA;10868064000162
26125;VOCS MULTIMIDIA PRODUÇÃO DE ÁUDIO E VÍDEO LTDA. - EPP;08689542000125
26126;PATRICIA R. BARBIERI STERN;13691580000152
26141;70 FILMES PRODUCOES ARTÍSTICAS LTDA;18009049000170
26145;CASA DO SANTOMÉ FILMES LTDA - ME;18800502000162
26149;PACTO AUDIOVISUAL PRODUTORES ASSOCIADOS LTDA;19388280000185
26160;KAUZARE LTDA. - ME;14352944000132
26171;METAFORA FILMES LTDA;18650651000192
26176;LUMIÔ FILMES LTDA - ME;14676949000110
26184;L&P PRODUÇÃO DE FILMES E VÍDEOS LTDA ME;18725244000105
26194;SOCCER MEDIA GESTÃO DE IMAGENS E CONTEÚDO AUDIOVISUAL EIRELI - EPP;19484555000184
26196;NUNES ANGEL PRODUÇÕES LTDA;04853740000121
262;MALAGUETA CINEMA E VIDEO LTDA;03048443000140
26210;GISLAINE G M MARCHETTI COMUNICACAO - ME;17662403000107
26212;ALEF FILMS PRODUCOES LTDA;18329398000170
26216;FAUNA PRODUCOES ARTISTICAS EIRELI;19181634000116
26226;STUDIO CONTRA PRODUCOES LTDA -ME;19406672000120
26228;MEIO CONSULTORIA AUDIOVISUAL LTDA.;11419908000150
26229;RAZON FILMES PRODUÇÕES LTDA;19550625000155
26234;STORYKNIGHT AUDIOVISUAL ENTERTAINMENT ENTERPRISE LTDA;19648241000170
26237;TOZATTI PRODUCOES ARTISTICAS LTDA - ME;07866560000172
26238;TOCHA PRODUCOES ARTISTICAS LTDA - EPP.;19291237000105
26240;DOMÍNIO PÚBLICO COMERCIAL LTDA;04843242000106
2626;ZORA MÍDIA LTDA - ME;05885763000180
26260;PROJETO MOVA PRODUCOES CINEMATOGRAFICAS LTDA - ME;13887634000150
26277;ML PRODUÇÕES CINEMATOGRÁFICAS LTDA;05921179000133
26284;MAQUINARIO NARRATIVO PRODUCAO DE ROTEIROS LTDA - ME;17870483000188
26287;PERPÉTUA GRAVAÇÕES E PRODUÇÕES DE FILMES LTDA;12998952000125
26294;GIRÂNDOLA PRODUÇÕES ARTÍSTICAS EIRELI;19567832000112
26297;PABLO LOBATO STUDIO EIRELI;19192279000180
263;PONTO E VÍDEO COMUNICAÇÕES LTDA;67802652000110
26306;FILMES DE VAGABUNDO LTDA - ME;15512603000140
26309;VERMELHO PROFUNDO PRODUÇÕES AUDIOVISUAIS LTDA;19099086000180
26314;DESSA AGUA BEBEREI PRODUCOES LTDA - ME;13050352000101
26316;MARIO H. C. ZUGAIR PRODUÇÕES-ME;11757060000170
26318;GEOVANI FLAUZINO DIAS JUNIOR ME;18824781000102
26321;FOTOGRAMA VIDEO PRO LTDA ME;18025892000140
26325;POPIX PRODUCOES LTDA;08951353000189
26331;CONNECTION FILMES E PRODUCOES ARTISTICAS LTDA;18413486000155
26332;ESTÚDIO UDES - PRODUÇÕES CINEMATOGRÁFICAS;15512187000180
26335;BARROSO PIRES PRODUÇÕES ARTÍSTICAS LTDA;09650056000166
26337;CINEMATOGRÁFICA NACIONAL PRODUÇÕES EIRELI;17886731000189
26339;RODRIGO ELIAS STORI;13555367000113
26341;DELIRIUM FILMES LTDA;18973798000113
26343;JB PRODUÇÕES LTDA-ME;11158165000102
26345;AGÊNCIA OBSERVATÓRIO DISTRIBUIDORA DE FILMES LTDA-ME;10733781000187
26346;MACHINA FILMES E PRODUÇÕES CULTURAIS LTDA - ME;19566139000125
26356;BRUTA FLOR FILMES LTDA -ME;19138730000181
26358;JP FILMES ARTE ENTRETENIMENTO;19086454000155
26359;CINE 81 - PRODUÇÃO E PÓS-PRODUÇÃO AUDIOVISUAL E LOCAÇÃO DE EQUIPAMENTOS DE CINEMA EIRELI;15779561000108
26361;BIGORNA FILMES PRODUÇÃO AUDIOVISUAL LTDA;19132684000103
26368;ITACA FILMS BRASIL LTDA;11443174000145
26369;ARMAZEM CRIACOES E PRODUCOES CINEMATOGRAFICAS LTDA;14798173000101
2637;MARIA VERONICA DA SILVA GUEDES;41290545000167
26370;LAZO FILMES SERVIÇOS DE CÂMERA E ROTEIRO LTDA.;12084931000102
26382;THOMAS CARRASCO WOOTTON - EPP;19136862000174
26386;RAQUEL OLIVIA FUKUDA DE CARVALHO;15060038000127
26391;INVERSO MIDIA LTDA-ME;17734695000138
26396;ASSOCIAÇÃO DE INTEGRAÇÃO DOS PRESTADORES DE SERVIÇOS A ARTE, CULTURA, ESPORTE E MEIO AMBIENTE;19495585000196
26401;CODORNA FILMES LTDA-ME;18512421000167
26403;A FIRMA FILMES EIRELI-ME;19013288000167
26404;AGENCIA 21 LTDA;13830694000136
26406;YOHOHO FILMES LTDA - ME;15788092000193
26410;CANI.TV PRODUCOES EIRELI;15363645000166
26417;LUA MUSIC DIGITAL LTDA.;10267355000103
26426;FRAME 22 NÚCLEO DE CONTEÚDO ARTÍSTICO LTDA;19797721000100
26428;GLOBO CINE DIGITAL LTDA - ME;14100997000166
26429;RETUMBANTE PLANEJAMENTO, CRIACAO E PRODUCAO DE CONTEUDO - EIRELI - ME;19397628000109
26432;MERA SEMELHANÇA PRODUÇÕES LTDA.;19182100000104
26449;CHERRY NAU SERVIÇOS DE PUBLICIDADE E MIDIA LTDA;18702017000156
2646;TMTA COMUNICAÇÕES LTDA;05969874000175
26463;TANAJURA FILMES EIRELI;19447970000168
2647;BSB SERVIÇOS CINEGROUP LTDA;06900652000169
26476;ARARUNA FILMES EIRELI;17258788000133
26477;MÔNICA MARTINS MENDES - ME;18208722000100
26482;SHOWLIVRE.COM PRODUÇÕES S.A.;18002603000198
26483;CECILIA ESTEVES DESIGN - EIRELI;02770676000190
26490;START FILMES LTDA ME;05509107000183
26516;LUPA FILMES LTDA;19478327000100
26517;MARUTI BLUE PRODUCOES E EVENTOS EIRELI;14956898000180
26520;ATHENE DIGITAL PRODUÇÕES LTDA - ME;14604959000140
26524;DEUSDARA FILMES LTDA - ME;00953135000171
26531;ZIMA PRODUCOES CINEMATOGRAFICAS E EVENTOS CULTURAIS LTDA ME;15792323000132
26535;ZIGTOONS STUDIO - PRODUCOES AUDIOVISUAIS LTDA;18852140000153
26536;TIAGO JOSÉ DE LIMA;09377843000186
26546;PUTZ FILMES LTDA;17052223000103
26547;TÉRCIO AURÉLIO PARISI;19787467000151
26548;DOIS + TRÊS PRODUÇÕES ARTÍSTICAS LTDA ME;15156700000147
26560;GOHM CULTURA E INOVACAO LTDA - ME;13373053000108
2658;LATINAMERICA ENTRETENIMENTO EIRELI;04768987000140
26583;ESPACO VIDEO LTDA;01900387000103
2659;DIVERSID´ARTE PRODUÇÕES ARTISTICAS LTDA;06263322000100
26603;IBERE SANTOS DE ARAUJO ME;07228813000182
26613;CASA COLORIDA PRODUCOES AUDIOVISUAIS LTDA - ME;19836076000180
26616;ANDES IMAGEM EM MOVIMENTO;18816205000105
26617;PERFILME PRODUCOES LTDA;14139774000102
26622;AMPLICRIATIVA PRODUCÕES LTDA.;15449712000160
26624;CONTROL-C COPIAS E PRODUCAO - EIRELI;19676732000124
26627;PLANO SEIS PRODUÇÕES CINEMATOGRÁFICAS EIRELI;17382344000105
26636;MARIA REGINA NOBREGA ZELANTE MARYSSAEL DE CAMPOS - ME;05585671000185
26637;SINLOGO ANIMAÇÃO E MÍDIA INTERATIVA LTDA;08890392000113
26640;MPBS FILMES E PRODUCOES ARTISTICAS E ENTRETENIMENTO LTDA;19964222000152
2665;T5 FILMES PRODUCOES LTDA.;06123281000156
26652;BASE 1 FILMES LTDA.;18675219000156
26653;SAMANTHA ENTERTAINMENT LTDA - EPP;15718407000126
26654;ISAAC BRUM SOUZA;17975553000162
26655;KONDZILLA FILMES LTDA;18678886000192
26658;CANAL 2 PRODUÇÕES LTDA.;07777804000140
26659;GPR - PRODUTORA DE VIDEOS LTDA. ME;12121444000164
26664;AMJ PRODUCOES E FILMES - EIRELI;19179773000105
26665;SWEET SUIT FILMES;19534934000131
26668;D. ANTONELLI AUN PRODUÇÕES ME.;08962935000160
26670;CAJU AGÊNCIA DIGITAL LTDA;09631800000185
26676;RODRIGUES & SOARES PRODUÇÕES AUDIOVISUAIS LTDA ME;14603305000100
2669;CAMILA GONZATTO & FREDERICO PINTO LTDA - ME;04909742000195
26690;FABULOSA PRODUCOES LTDA - ME;10585204000195
26693;MOTTIVAX LTDA - ME;18887419000172
26697;ÉTICA ASSOCIAÇÃO ARTÍSTICA E CULTURAL;19717210000123
26699;ASSOCIAÇÃO CULTURAL TEATRO FACES;17289712000175
2670;SUPER BEBÊ EIRELI - EPP;05372777000109
26701;PH STUDIO LTDA - ME;57657140000154
26702;APOENA ARAÚJO SERRAT/CIRCO DE FILMES;17165835000102
26741;ESTUDIO CLICKA LTDA - ME;14686981000187
26742;ALAMEDA PRODUÇÕES LTDA;14641405000113
26743;LAUS COMERCIO DE ARTIGOS PARA SURF E SERVICOS DE FILMAGEM LTDA - ME;08449203000171
26747;VALEU CURTI PRODUÇÕES LTDA.;19879199000106
26751;BOND SALLES FILMES EIRELI ME;19828802000112
26753;LOCALL CINEMATOGRAFICA LTDA;73057887000128
26755;MARA VANESSA DE CASTRO PRIETO ME;09252930000107
26756;W LUSTRIN ARTE CÊNICA LTDA;12315023000174
26760;ESTUDIO TIJUCAS LTDA;19747075000169
26761;TEATRO DA GENTE PRODUÇÕES ARTÍSTICAS LTDA;19287502000173
26767;SIMAS E MAYR VÍDEOS LTDA;18826899000161
26768;CANASTRA PRODUÇÕES AUDIOVISUAIS E CULTURAIS LTDA;08094610000103
26781;INQUIETUDE BRENNAND FORTES PRODUÇÕES CULTURAIS LTDA.;19557549000100
26786;HUIA PRODUÇÕES LTDA.;17961586000153
26791;MSP COMUNICAÇÃO LTDA;04301713000146
26793;FELIPE EDUARDO DO NASCIMENTO - ME.;15526930000150
268;MOVIMENTO FILMES LTDA.;02787555000150
26801;SORELLA PRODUCOES ARTISTICAS LTDA - ME;18496665000101
26817;5E60 CONTEUDO E PRODUCOES ARTISTICAS LTDA - ME;19923803000146
26818;BUFALOS PRODUÇÕES EIRELLI;19991248000190
26819;E/MOTION FILMES EIRELI - EPP;10737975000150
2682;ORAPRONOBIS PRODUCOES LTDA ME;05152933000118
26826;GC HIDAKA ME;14083496000119
26827;M R N FILMES E PRODUCOES LTDA;20126907000109
26828;AYOBA PRODUCOES DE FILMES E PUBLICIDADES LTDA - ME;20069259000104
2683;PLANETA LOCACOES E VIDEOS EIRELI;06186483000147
26851;BENDITAS PROJETOS CRIATIVOS LTDA - ME;19223689000141
2687;RT2A PRODUÇÕES CINEMATOGRÁFICAS LTDA.;06998046000128
26884;VLADIMIR ANDRE GALDINO GALIZA - ME;19363537000144
26888;AMORIM FILMES PRODUÇÕES CINEMATOGRÁFICAS EIRELI;13384449000142
26890;ROYALPIXEL SERVICOS DE INFORMACAO NA INTERNET LTDA - ME;10525358000191
26891;CABEÇA AMARELA FILMES PRODUTORA DE FOTO E VIDEO LTDA;17023894000138
26898;3C FILMES EIRELI;19133239000168
2691;IAI PROMOÇÕES LTDA - ME;34576553000109
26924;ESTALO CRIATIVO LTDA;16481402000195
26950;BAUNCE CENTRAL DE AUDIO E SERVIÇOS LTDA;07194985000182
26973;RODAMUNDO FILMES LTDA.;19647815000195
26978;MAUI FILMES LTDA;14415649000188
2698;PANORAMICA COMUNICACAO LTDA.;05565485000184
26985;ARTZOO - CULTURA, EDUCAÇÃO E TECNOLOGIA LTDA;62414644000183
26987;ESCRIVAO AUDIOVISUAL LTDA - ME;19296497000165
26989;FMS BRASIL - COMUNICACAO E PRODUCAO EIRELI;20185453000147
26992;BULB PRODUTORA LTDA - ME;18741266000150
26998;CAFÉ MAESTRO ESTÚDIO MUSICAL LTDA. ME;10613589000157
27010;SÉPTIMA FILMES LTDA ¿ EPP;08157985000175
27011;FRAME ARTE VÍDEO ÁUDIO E PRODUÇÕES ARTÍSTICAS LTDA - ME;20061310000123
27024;BRIDGE CONTENT PROVIDER MIDIA DIGITAL EIRELI;12139899000107
27025;CAPUZZO PRODUÇÕES EIRELI;17618715000105
27031;FELIPE J LIMA DE SOUZA;19698486000101
27032;EAGLE STAR FILMS LTDA ME;19454102000105
27033;RED COMUNICACAO EIRELI;18210704000154
27038;ARON MATSCHULAT AGUIAR - ME;19653380000191
27039;ANA PAULA SILVA PRODUCAO AUDIOVISUAL - ME;20070248000136
27040;GAIA KI PRODUÇÕES ARTÍSTICAS LTDA ME;19643217000148
27046;MARCO ANTONIO PAVÃO ME;05531541000160
27050;PIRA FILMES E PRODUCOES LTDA;17219542000152
27075;NUCLEO INDEPENDENTE DE PRODUÇÃO LTDA. - EPP;19604083000156
2710;CASULO ESTÚDIO GRÁFICO & MULTIMÍDIA LTDA - ME;06713837000164
2712;SANTOFILME PRODUÇÕES LTDA ME;01985013000120
27124;CUKA FILMES LTDA - ME;20239442000100
27127;CAMISA LISTRADA BH PRODUCOES AUDIOVISUAIS LTDA;04102780000131
